==============================================================================================================
AURA COMPLETE FILE INVENTORY
android/app/build/intermediates/app_metadata/debug/app-metadata.properties                      56 properties c24ce2c99ff94972b93dd34c95c66d5a780f9fd07a569bdf6d46ec5260cfef6b
android/app/build/intermediates/assets/debug/flutter_assets/AssetManifest.bin                    2 bin        f566cc6fccc657365c0197accf3a7d6f80f85209ff666ff774f4dcbc524aa842
android/app/build/intermediates/assets/debug/flutter_assets/AssetManifest.json                   2 json       44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
android/app/build/intermediates/assets/debug/flutter_assets/FontManifest.json                   82 json       28b1eb2b3d2e1ad60b8c8b0f9100b1ccbf492f7fa97f5bebb51ea97e73926e7d
android/app/build/intermediates/assets/debug/flutter_assets/NOTICES.Z                       98,103 Z          1214a6f936d54734f2e915b24b2e91ede79802a31548d97844a29dedea1e32d2
android/app/build/intermediates/assets/debug/flutter_assets/fonts/MaterialIcons-Regular.otf    1,645,184 otf        d9865b671a09d683d13a863089d8825e0f61a37696ce5d7d448bc8023aa62453
android/app/build/intermediates/assets/debug/flutter_assets/isolate_snapshot_data       10,552,370 none       bf388d6b6a00b03745d5a477574d8ead31e650307b6f75e663457ea0125e1b7f
android/app/build/intermediates/assets/debug/flutter_assets/kernel_blob.bin             63,355,728 bin        832dfa7f2dd7bbad15e4890ac0634e10360dbe6fae26ca0a397ec50cec541074
android/app/build/intermediates/assets/debug/flutter_assets/shaders/ink_sparkle.frag        17,304 frag       3aa09424d1dc391fd59a9735efe986ff43302b5e5bc310926afe11c68626c3b2
android/app/build/intermediates/assets/debug/flutter_assets/vm_snapshot_data                12,858 none       a4ab13e1ea29def7c7118853e524223e07c41abed44697ec75d761da1e2c0dd6
android/app/build/intermediates/compatible_screen_manifest/debug/output-metadata.json          199 json       b5f627498c5f538fc51dd42ea7ede3c1976194ac7ef5d3258bc993c2d08ba8c4
android/app/build/intermediates/compile_and_runtime_not_namespaced_r_class_jar/debug/R.jar        2,875 jar        4caaec75de94db6e1f14d8eacfaef9cad362c3dc8a4101df4030a6aedcd393f9
android/app/build/intermediates/compressed_assets/debug/out/assets/flutter_assets/AssetManifest.bin.jar          180 jar        cb08b85d584e2eeb6d766aebc72ed0f33e45c00005a8550fa5bd113ce120c9a4
android/app/build/intermediates/compressed_assets/debug/out/assets/flutter_assets/AssetManifest.json.jar          182 jar        50883585fd64e4c5306d800fa21633481c8cb5e5a5960a8f41da1d3abb6c84e4
android/app/build/intermediates/compressed_assets/debug/out/assets/flutter_assets/FontManifest.json.jar          245 jar        62a76346817122fa79e50d4789607a4745e6d540487b4eef0320a1c2f1f61f86
android/app/build/intermediates/compressed_assets/debug/out/assets/flutter_assets/NOTICES.Z.jar       93,428 jar        200626eafdead4dce16a934d4769218be003251590f505754f740bd661f6808d
android/app/build/intermediates/compressed_assets/debug/out/assets/flutter_assets/fonts/MaterialIcons-Regular.otf.jar      593,250 jar        529099f878f5e5871ca921f3080c036456de6d83f70ca9b37f1b422c20522fc5
android/app/build/intermediates/compressed_assets/debug/out/assets/flutter_assets/isolate_snapshot_data.jar    4,043,473 jar        5e193b00d04e2b753f0e29471393f277ef76cc5c5d4c0aa9c4768e812304450d
android/app/build/intermediates/compressed_assets/debug/out/assets/flutter_assets/kernel_blob.bin.jar   20,873,280 jar        6ae3eaa20de9bfc5228bd926dfa51fe0a8e9ada490bb7f53f35f674abfd4b726
android/app/build/intermediates/compressed_assets/debug/out/assets/flutter_assets/shaders/ink_sparkle.frag.jar        5,907 jar        271f197ed738551b6154dced76fadd7635bffb2fb829bc3c9c305c0421998f29
android/app/build/intermediates/compressed_assets/debug/out/assets/flutter_assets/vm_snapshot_data.jar        8,061 jar        b4b05b00bc61a600f28fb000ffc7c16d371b42e1041a88f43b4aa80d29929f9f
android/app/build/intermediates/dex/debug/mergeExtDexDebug/classes.dex                   2,313,804 dex        9248132fc0ad15ac3c0eabcdfb886e460435d5a7f6da1d79802d607eed761aa2
android/app/build/intermediates/flutter/debug/.last_build_id                                    32 none       6fb1507be34c4b4ab5faced86cdfa4e2336d1cb145d46950e39dd214307de401
android/app/build/intermediates/flutter/debug/flutter_assets/AssetManifest.bin                   2 bin        f566cc6fccc657365c0197accf3a7d6f80f85209ff666ff774f4dcbc524aa842
android/app/build/intermediates/flutter/debug/flutter_assets/AssetManifest.json                  2 json       44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
android/app/build/intermediates/flutter/debug/flutter_assets/FontManifest.json                  82 json       28b1eb2b3d2e1ad60b8c8b0f9100b1ccbf492f7fa97f5bebb51ea97e73926e7d
android/app/build/intermediates/flutter/debug/flutter_assets/NOTICES.Z                      98,103 Z          1214a6f936d54734f2e915b24b2e91ede79802a31548d97844a29dedea1e32d2
android/app/build/intermediates/flutter/debug/flutter_assets/fonts/MaterialIcons-Regular.otf    1,645,184 otf        d9865b671a09d683d13a863089d8825e0f61a37696ce5d7d448bc8023aa62453
android/app/build/intermediates/flutter/debug/flutter_assets/isolate_snapshot_data      10,552,370 none       bf388d6b6a00b03745d5a477574d8ead31e650307b6f75e663457ea0125e1b7f
android/app/build/intermediates/flutter/debug/flutter_assets/kernel_blob.bin            63,355,728 bin        832dfa7f2dd7bbad15e4890ac0634e10360dbe6fae26ca0a397ec50cec541074
android/app/build/intermediates/flutter/debug/flutter_assets/shaders/ink_sparkle.frag       17,304 frag       3aa09424d1dc391fd59a9735efe986ff43302b5e5bc310926afe11c68626c3b2
android/app/build/intermediates/flutter/debug/flutter_assets/vm_snapshot_data               12,858 none       a4ab13e1ea29def7c7118853e524223e07c41abed44697ec75d761da1e2c0dd6
android/app/build/intermediates/flutter/debug/flutter_build.d                              178,084 d          3e414304887e3b901428076972e56fcba27abce7d9dc92df0303a3c96bb50cbf
android/app/build/intermediates/flutter/debug/libs.jar                                         261 jar        9b80c88d27ce986813ab54f4e28ae087ba51c15d00f566605935bbca23c2333c
android/app/build/intermediates/incremental/debug/mergeDebugResources/compile-file-map.properties        1,158 properties 5ae31f8a97acf5791e4346b2d41bfa4a789917105bfd7a12f8c75d00431e4c15
android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values/values.xml          649 xml        b2ac66253b5c144e0f1d75e8f3003fb04d8fbed0a0f8a88b87f84aac5af464c0
android/app/build/intermediates/incremental/debug/mergeDebugResources/merger.xml             3,769 xml        316ae03b9d2d1cdfda55adbb22efb8d382a9581d9f46bf73683327dd1198f0d9
android/app/build/intermediates/incremental/debug/packageDebugResources/compile-file-map.properties        1,155 properties 51877b55d726e755f673c8ac0cdfc75d3bf6ed176545ba80727dee951073709f
android/app/build/intermediates/incremental/debug/packageDebugResources/merged.dir/values/values.xml          649 xml        b2ac66253b5c144e0f1d75e8f3003fb04d8fbed0a0f8a88b87f84aac5af464c0
android/app/build/intermediates/incremental/debug/packageDebugResources/merger.xml           3,769 xml        316ae03b9d2d1cdfda55adbb22efb8d382a9581d9f46bf73683327dd1198f0d9
android/app/build/intermediates/incremental/mergeDebugAssets/merger.xml                        727 xml        bb4466312273689764ba045eb9b523b7e86c9c398318d2d6d58879719773e056
android/app/build/intermediates/incremental/mergeDebugJniLibFolders/merger.xml                 488 xml        17a71d32d1c221bb45ed78ec92643e71e50017f8848de992ae36cf4c0dd58c66
android/app/build/intermediates/incremental/mergeDebugShaders/merger.xml                       488 xml        c983efcb8991825db9696a4c63dbf6c179c469a0838c9135d5740b369edf3bd0
android/app/build/intermediates/local_only_symbol_list/debug/R-def.txt                         234 txt        a80ce5878fbc294059bfea0129522c8029bd8786f3a185cfce938e879ee8c836
android/app/build/intermediates/manifest_merge_blame_file/debug/manifest-merger-blame-debug-report.txt       11,349 txt        9cc4fd463146611a4952bb59f43580a9f01bd0e432b384eab01605bf44ba2868
android/app/build/intermediates/merged_manifest/debug/AndroidManifest.xml                    4,020 xml        d2c537bf15e30f39e1bc6469d07a6c7a08ce56ee6e904e72991d01ad290bd418
android/app/build/intermediates/merged_manifests/debug/AndroidManifest.xml                   4,020 xml        d2c537bf15e30f39e1bc6469d07a6c7a08ce56ee6e904e72991d01ad290bd418
android/app/build/intermediates/merged_manifests/debug/output-metadata.json                    394 json       097cf4581cfab9843520d528a5d91159463c94fa76dfbc1eb373c1f548ef5dd9
android/app/build/intermediates/merged_native_libs/debug/out/lib/arm64-v8a/libVkLayer_khronos_validation.so   13,203,632 so         3a1ea1df30a95879c3033ba7f29ae2c2bf5b9210ee7606cdf452eb1a9d935fff
android/app/build/intermediates/merged_native_libs/debug/out/lib/arm64-v8a/libflutter.so   39,225,080 so         a7cf37b19b717b46a2f51949bab5f0974727d402c64657bfa194a960039bfd7a
android/app/build/intermediates/merged_native_libs/debug/out/lib/armeabi-v7a/libflutter.so   33,794,464 so         06afdc4cfde07392b199de0ec8acccf42a27497cfb3b8a1caed21b79f01bca04
android/app/build/intermediates/merged_native_libs/debug/out/lib/x86/libflutter.so      40,047,128 so         83adeb4dc23ac26084a1619f3131649ed4b28ad4de28d518b8c34627e49ac8bf
android/app/build/intermediates/merged_native_libs/debug/out/lib/x86_64/libflutter.so   40,282,248 so         e16c92e5268ea43b2c4de3e3f9fb5289f0745cb669a583c1cba9d89a7d349a18
android/app/build/intermediates/merged_res/debug/drawable_launch_background.xml.flat           324 flat       c10cde7d0355d4772cfc87c1065bb7abfe69320d6289d063e5dd3c64c1e7c2b4
android/app/build/intermediates/merged_res/debug/mipmap-hdpi_ic_launcher.png.flat              200 flat       b0b2939004658a90f5772beca07232a745396a71e81853fa3c58103a8d27b7b5
android/app/build/intermediates/merged_res/debug/mipmap-mdpi_ic_launcher.png.flat              200 flat       09ed095c4cd0a7e5b6fb6318c3df503c74693ef878a85f9ed10a76b66026d081
android/app/build/intermediates/merged_res/debug/mipmap-xhdpi_ic_launcher.png.flat             200 flat       d62ac4673e6f3ede21f647308189f351410d5c3ce8fa79c7f1d7ddd2c2ad94e7
android/app/build/intermediates/merged_res/debug/mipmap-xxhdpi_ic_launcher.png.flat            200 flat       c7ffc5c84f9547bca8d08d51bad4c905c80fc465d1bba5ca9bcaf250557b0264
android/app/build/intermediates/merged_res/debug/mipmap-xxxhdpi_ic_launcher.png.flat           204 flat       1d1d166bc047476afe361626101748421ecbf2331cfd1c3b836a258f96e44688
android/app/build/intermediates/merged_res/debug/values_values.arsc.flat                       756 flat       2a61f1ebae68ba2bbf440e73ad9a7c59646d2bd24ec79dbcc1eef23ded6904fc
android/app/build/intermediates/merged_res_blame_folder/debug/out/multi-v2/debug.json        2,477 json       05c7209c5165c818ac2b70b37eced76077f70ce94f415ff20c77073c6af7738c
android/app/build/intermediates/merged_res_blame_folder/debug/out/multi-v2/values.json        2,480 json       9be92159028a819a47bd6b22c0ceaf4d0a0d8fb5643d280da70bf3ae9bbca8ed
android/app/build/intermediates/merged_res_blame_folder/debug/out/single/debug.json          1,178 json       bfacf519b73a410678b06b9323b32f9f436b03479734dbca9184a58b8903fe30
android/app/build/intermediates/navigation_json/debug/navigation.json                            2 json       4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
android/app/build/intermediates/packaged_manifests/debug/AndroidManifest.xml                 4,020 xml        d2c537bf15e30f39e1bc6469d07a6c7a08ce56ee6e904e72991d01ad290bd418
android/app/build/intermediates/packaged_manifests/debug/output-metadata.json                  396 json       05111585a8608d44ec25cd4345f834eb7edfd69b0e855a947af97b6b22908384
android/app/build/intermediates/packaged_res/debug/drawable/launch_background.xml              182 xml        db6df1815a65e1671ed3b17c0b6f49c7ce0d45ccd29dfa5a2cacde3606f1c6da
android/app/build/intermediates/packaged_res/debug/mipmap-hdpi-v4/ic_launcher.png               66 png        4a16ec40112698cf02b9abd3d18c8db65ce40f48f2c61076b45de58695f16532
android/app/build/intermediates/packaged_res/debug/mipmap-mdpi-v4/ic_launcher.png               66 png        4a16ec40112698cf02b9abd3d18c8db65ce40f48f2c61076b45de58695f16532
android/app/build/intermediates/packaged_res/debug/mipmap-xhdpi-v4/ic_launcher.png              66 png        4a16ec40112698cf02b9abd3d18c8db65ce40f48f2c61076b45de58695f16532
android/app/build/intermediates/packaged_res/debug/mipmap-xxhdpi-v4/ic_launcher.png             66 png        4a16ec40112698cf02b9abd3d18c8db65ce40f48f2c61076b45de58695f16532
android/app/build/intermediates/packaged_res/debug/mipmap-xxxhdpi-v4/ic_launcher.png            66 png        4a16ec40112698cf02b9abd3d18c8db65ce40f48f2c61076b45de58695f16532
android/app/build/intermediates/packaged_res/debug/values/values.xml                           649 xml        b2ac66253b5c144e0f1d75e8f3003fb04d8fbed0a0f8a88b87f84aac5af464c0
android/app/build/intermediates/processed_res/debug/out/output-metadata.json                   391 json       4bc5e4d20dd575d59395ae4c79b4631b501ef6827239dd94b145808d06097b01
android/app/build/intermediates/processed_res/debug/out/resources-debug.ap_                  5,573 ap_        239c6f5454a4655601c142d488bd93a4fb05dfe579a0cdc328a011217a3e0359
android/app/build/intermediates/runtime_symbol_list/debug/R.txt                                314 txt        f4a96a49f6cbdf0c403462809455228c6680b78fdd33f58e50198316274425b0
android/app/build/intermediates/signing_config_versions/debug/signing-config-versions.json           96 json       d31e2c0c006d0991d24ed5c92b3c0bf3a8d1c06869f419f2676c81b0b38f2ffa
android/app/build/intermediates/source_set_path_map/debug/file-map.txt                         916 txt        e68995e71c9b4975be9bf7e729e0cf1c5ee6849b94be702b3492b2fef06d802e
android/app/build/intermediates/stripped_native_libs/debug/out/lib/arm64-v8a/libVkLayer_khronos_validation.so   13,203,632 so         3a1ea1df30a95879c3033ba7f29ae2c2bf5b9210ee7606cdf452eb1a9d935fff
android/app/build/intermediates/stripped_native_libs/debug/out/lib/arm64-v8a/libflutter.so   39,225,080 so         a7cf37b19b717b46a2f51949bab5f0974727d402c64657bfa194a960039bfd7a
android/app/build/intermediates/stripped_native_libs/debug/out/lib/armeabi-v7a/libflutter.so   33,794,464 so         06afdc4cfde07392b199de0ec8acccf42a27497cfb3b8a1caed21b79f01bca04
android/app/build/intermediates/stripped_native_libs/debug/out/lib/x86/libflutter.so    40,047,128 so         83adeb4dc23ac26084a1619f3131649ed4b28ad4de28d518b8c34627e49ac8bf
android/app/build/intermediates/stripped_native_libs/debug/out/lib/x86_64/libflutter.so   40,282,248 so         e16c92e5268ea43b2c4de3e3f9fb5289f0745cb669a583c1cba9d89a7d349a18
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/inputs/source-to-output.tab        4,096 tab        bc9450ff1c5d00eb48a90c9700314cf16e2464439605e6eacff26e273d80e23c
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/inputs/source-to-output.tab.keystream        4,096 keystream  3fdd7a635227c6707d3b188b269b4c64bcf85cb46bae2237e91709f3a1dbd601
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/inputs/source-to-output.tab.keystream.len            8 len        976aa270049d928d812c276cd65d3fcee5db0c4ce07fc78dd18c84962b4f4606
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/inputs/source-to-output.tab.len            8 len        708e21ef20762db9e4bbcd610d0ad759776a9a8d9766fd8da52760d74e6c9d76
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/inputs/source-to-output.tab.values.at          514 at         79af9b66e7cff3bc877f7f6305d221533c8ab4475aa6755c7f94cb49fce3725b
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/inputs/source-to-output.tab_i       32,768 tab_i      0bd1e2318d86336711e87871af46c329d436e916eec728eef854bb25ff24ce54
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/inputs/source-to-output.tab_i.len            8 len        24b5d6e79d4d3dab7575da7f0beceafa9281c19295c6ce5ab31951db761ef188
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/class-attributes.tab        4,096 tab        35f389914350d15f869a22fbdcfd5d4ec19e5ad42f8559c9f44cc4f4f119c38d
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/class-attributes.tab.keystream        4,096 keystream  59b81e1c6d6b5e3bf5ae72fc338de720557621fd1e01d5886c2a50637429cb6e
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/class-attributes.tab.keystream.len            8 len        df845d8c36966e606001d2ba89ec5564bbfc0a2a360f4933135bfe431b6efa39
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/class-attributes.tab.len            8 len        3ded5eeaf070351f2850639127bd69a67f3fe2868126b68738df054241a86131
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/class-attributes.tab.values.at           58 at         2ca4f5119d37dfb0a287b2e6f136f099e17ac44b2294c5e134357ff74e13e310
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/class-attributes.tab_i       32,768 tab_i      f6e369f43931a3674d411749a420f22ddd0c94eed3a4977c139d4fb7ebb047e6
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/class-attributes.tab_i.len            8 len        24b5d6e79d4d3dab7575da7f0beceafa9281c19295c6ce5ab31951db761ef188
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/class-fq-name-to-source.tab        4,096 tab        3fe4de45eb978a806098d3dfb5b8920ff8995f06c678a39d94a94e68bc2535ba
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/class-fq-name-to-source.tab.keystream        4,096 keystream  59b81e1c6d6b5e3bf5ae72fc338de720557621fd1e01d5886c2a50637429cb6e
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/class-fq-name-to-source.tab.keystream.len            8 len        df845d8c36966e606001d2ba89ec5564bbfc0a2a360f4933135bfe431b6efa39
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/class-fq-name-to-source.tab.len            8 len        3ded5eeaf070351f2850639127bd69a67f3fe2868126b68738df054241a86131
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/class-fq-name-to-source.tab.values.at          287 at         e7ffc85d43a37a6522024cbf276330385ac67ffb5e2348df853a5f9c46342ded
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/class-fq-name-to-source.tab_i       32,768 tab_i      f6e369f43931a3674d411749a420f22ddd0c94eed3a4977c139d4fb7ebb047e6
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/class-fq-name-to-source.tab_i.len            8 len        24b5d6e79d4d3dab7575da7f0beceafa9281c19295c6ce5ab31951db761ef188
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/constants.tab        4,096 tab        fc810293aa8b74b3876bd9bbc15bec6d85cba59a74577752afce1a6886ad7b83
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/constants.tab.keystream        4,096 keystream  18e9425c9d1cbd0588debabe03a274b7ade531a25b4a5eae981f7ca0492cbe0a
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/constants.tab.keystream.len            8 len        a6bb133cb1e3638ad7b8a3ff0539668e9e56f9b850ef1b2a810f5422eaa6c323
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/constants.tab.len            8 len        89e0c32363a8888175ce9f2e88e7d410b693b21a18a98c755d671dae7ac2a502
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/constants.tab.values.at          141 at         d78f8582ff29f17d64d5451a0312e0a6f79048b8a5525d38ec02a0b3210c1340
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/constants.tab_i       32,768 tab_i      7e68ade4a37abcec754f72c5ebca1bfa299cfa2020ea6001747811d252790797
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/constants.tab_i.len            8 len        24b5d6e79d4d3dab7575da7f0beceafa9281c19295c6ce5ab31951db761ef188
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/internal-name-to-source.tab        4,096 tab        3fe4de45eb978a806098d3dfb5b8920ff8995f06c678a39d94a94e68bc2535ba
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/internal-name-to-source.tab.keystream        4,096 keystream  41fbf1f0e9a526aa524211f7d678c9904b630942c1a345d547eea9ba9abf1faf
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/internal-name-to-source.tab.keystream.len            8 len        df845d8c36966e606001d2ba89ec5564bbfc0a2a360f4933135bfe431b6efa39
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/internal-name-to-source.tab.len            8 len        3ded5eeaf070351f2850639127bd69a67f3fe2868126b68738df054241a86131
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/internal-name-to-source.tab.values.at          287 at         e7ffc85d43a37a6522024cbf276330385ac67ffb5e2348df853a5f9c46342ded
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/internal-name-to-source.tab_i       32,768 tab_i      0edb82175248264736fd553174094a3b5d24e2da99dd3bfdc5e0987d8697950d
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/internal-name-to-source.tab_i.len            8 len        24b5d6e79d4d3dab7575da7f0beceafa9281c19295c6ce5ab31951db761ef188
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/proto.tab        4,096 tab        586ed9c6f30eb5d2a23cd2f2b8dd0742058e68c41519ca5f05cfbd9f38b9d9c2
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/proto.tab.keystream        4,096 keystream  ee32696db5a6664a89874fcc9377f0c7b61e854e749a931741f83b626a00f448
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/proto.tab.keystream.len            8 len        dae1e2586576bcf809d109fd6dc4592b84cdc8949a38be1f0e20562f1cb21c47
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/proto.tab.len            8 len        c8d98b097cfd0fb8ae5ac1f8c38e56bfdcb456aedb71853788c41e6051d70f34
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/proto.tab.values.at          771 at         9d6e99a9378aea6f20ec8b5f65e9f7dab05fc88a991913084052dbe5afc5b47b
